employee_id,first_name,last_name,email,department_id,manager_id,hire_date,salary,is_active
83,Mary,Mason,user83@company.com,5,34.0,2019-06-21,43851.44,True
84,Jessica,Boyd,user84@company.com,18,20.0,2022-01-12,62681.79,False
85,Gabriel,Archer,user85@company.com,7,44.0,2018-10-05,54431.68,True
86,Frank,Thomas,user86@company.com,17,63.0,2018-10-27,60134.55,True
87,Elaine,Gardner,user87@company.com,3,82.0,2024-10-12,80829.09,True
88,Joyce,Webb,user88@company.com,2,1.0,2020-09-13,70026.78,True
89,Christopher,Hernandez,user89@company.com,9,21.0,2020-12-29,118947.71,False
90,Kiara,Buck,user90@company.com,14,72.0,2023-02-18,31160.36,True
91,Megan,Daugherty,user91@company.com,5,70.0,2020-12-05,34323.38,True
92,Loretta,Bennett,user92@company.com,19,71.0,2022-09-16,47771.25,True
93,Brian,Parker,user93@company.com,2,40.0,2024-12-31,73758.18,True
94,Gary,Frost,user94@company.com,12,27.0,2025-06-27,111848.0,True
95,Michael,Vance,user95@company.com,12,72.0,2019-08-03,136096.16,True
96,Jessica,Conley,user96@company.com,20,20.0,2023-11-15,141091.66,True
97,Seth,Christensen,user97@company.com,6,23.0,2024-12-15,135769.94,True
98,Sonya,Payne,user98@company.com,6,95.0,2018-09-12,140938.48,True
99,Christopher,Ford,user99@company.com,8,35.0,2025-05-29,49103.74,True
100,Donna,Burns,user100@company.com,13,5.0,2023-08-13,133031.19,True
101,Brandon,Knight,user101@company.com,7,59.0,2020-08-28,71959.01,True
102,Jackie,Donaldson,user102@company.com,8,4.0,2021-05-03,109203.98,True
103,Matthew,Kennedy,user103@company.com,11,36.0,2021-08-10,133722.35,True
104,Shannon,Gill,user104@company.com,12,83.0,2020-06-21,91128.68,False
105,Jordan,Hughes,user105@company.com,11,4.0,2020-11-14,43841.01,True
106,Sandra,Miller,user106@company.com,6,75.0,2024-09-12,145504.12,True
107,Lori,Wilson,user107@company.com,2,14.0,2019-01-12,101588.55,True
108,Jennifer,Duncan,user108@company.com,11,56.0,2024-12-04,102745.06,False
109,Theresa,Gallegos,user109@company.com,4,50.0,2019-05-13,137940.57,True
110,Christopher,Jones,user110@company.com,9,6.0,2022-11-19,115054.23,True
111,David,Taylor,user111@company.com,17,104.0,2024-09-11,94614.24,True
112,Robert,Jenkins,user112@company.com,12,56.0,2019-10-22,38396.86,True
113,Roy,Phillips,user113@company.com,20,41.0,2019-08-20,109606.5,True
114,Christine,Blake,user114@company.com,10,65.0,2020-12-17,67114.16,True
115,Mary,Hunter,user115@company.com,11,52.0,2018-09-06,113665.01,False
116,Meghan,Mcclain,user116@company.com,5,25.0,2021-11-09,80453.56,True
117,Rachel,Dunn,user117@company.com,6,79.0,2025-06-27,98292.63,True
118,Charles,Hammond,user118@company.com,18,107.0,2020-04-21,30048.71,True
119,Aaron,Armstrong,user119@company.com,7,56.0,2019-12-13,124291.06,False
120,Shelia,James,user120@company.com,11,60.0,2019-11-13,83014.32,True
121,Michael,Cross,user121@company.com,17,61.0,2024-07-15,125248.25,True
122,Shane,James,user122@company.com,3,37.0,2019-11-06,91854.24,False
123,Lori,Miller,user123@company.com,11,12.0,2021-11-05,128210.82,True
124,Ashley,Phillips,user124@company.com,10,29.0,2018-07-27,126787.55,True
125,Heather,Green,user125@company.com,1,6.0,2022-03-14,59381.11,True
126,Kelly,Chapman,user126@company.com,20,109.0,2023-09-26,122218.72,True
127,Beverly,Andrews,user127@company.com,14,114.0,2020-06-13,105571.85,True
128,Sharon,Zhang,user128@company.com,13,64.0,2021-12-15,77958.34,True
129,Ann,Smith,user129@company.com,1,28.0,2024-09-07,123410.45,True
130,Autumn,Yoder,user130@company.com,6,119.0,2025-04-28,36026.21,True
131,Jennifer,Shaw,user131@company.com,4,117.0,2021-04-18,46000.69,True
132,Michael,Lewis,user132@company.com,17,82.0,2022-07-30,144004.75,True
133,Evelyn,Cowan,user133@company.com,20,130.0,2024-07-14,81208.89,False
134,Susan,Alvarez,user134@company.com,15,41.0,2023-12-18,119238.65,True
135,Crystal,Baker,user135@company.com,15,67.0,2025-06-13,120213.21,True
136,Julie,Porter,user136@company.com,17,125.0,2025-07-18,105209.81,True
137,Douglas,Martinez,user137@company.com,15,20.0,2018-11-16,115625.38,True
138,Carol,Jones,user138@company.com,9,86.0,2023-06-21,68365.15,False
139,Caleb,Shaw,user139@company.com,3,36.0,2023-08-27,48099.68,True
140,Luis,Giles,user140@company.com,5,55.0,2021-08-26,37707.46,True
141,Penny,West,user141@company.com,11,139.0,2021-03-01,85910.92,True
142,Jeremiah,Torres,user142@company.com,7,108.0,2026-03-08,76737.22,False
143,Tara,Hart,user143@company.com,1,98.0,2019-01-06,87237.57,True
144,Jamie,Gomez,user144@company.com,10,100.0,2022-04-09,132413.75,True
145,Lori,Wallace,user145@company.com,18,140.0,2019-06-07,125984.18,True
146,Patrick,Rodriguez,user146@company.com,16,57.0,2023-08-04,62752.24,True
147,Karen,Smith,user147@company.com,1,100.0,2018-08-01,70335.55,True
148,Jonathan,Banks,user148@company.com,6,120.0,2018-06-22,140344.99,False
149,Matthew,Baird,user149@company.com,18,7.0,2025-07-30,138831.46,False
150,Jeremy,Martinez,user150@company.com,19,7.0,2019-01-28,40073.7,True
151,Richard,Nelson,user151@company.com,5,119.0,2022-09-10,51807.48,True
152,Nicholas,Black,user152@company.com,13,84.0,2021-10-05,55399.23,True
153,Michelle,Jackson,user153@company.com,11,98.0,2023-10-11,63390.79,True
154,Ann,Norman,user154@company.com,9,21.0,2022-03-07,86436.82,False
155,Daniel,Curtis,user155@company.com,2,90.0,2019-06-19,56906.66,True
156,Keith,Weeks,user156@company.com,2,8.0,2020-09-14,143953.41,True
157,Paul,Ford,user157@company.com,1,40.0,2019-03-05,58625.39,True
158,Andrew,Dyer,user158@company.com,4,145.0,2024-04-29,143730.84,True
159,Richard,Moore,user159@company.com,9,95.0,2023-04-06,50134.7,False
160,Laura,Brooks,user160@company.com,4,42.0,2023-12-08,145766.49,True
161,Joanne,Nguyen,user161@company.com,19,7.0,2021-01-02,141466.46,False
162,Tara,Lee,user162@company.com,13,102.0,2021-07-13,142976.47,True
163,Tina,Mills,user163@company.com,3,152.0,2020-06-25,112873.73,True
164,Paula,Herrera,user164@company.com,4,78.0,2023-07-25,132035.19,False
165,Lindsay,Tucker,user165@company.com,4,145.0,2018-12-24,123916.24,True
166,Jessica,Erickson,user166@company.com,18,110.0,2023-03-22,109382.56,True
167,Tamara,Olson,user167@company.com,17,166.0,2022-04-20,70947.74,True
168,Gregory,Johnson,user168@company.com,16,28.0,2021-06-05,82022.81,True
169,Jessica,Williams,user169@company.com,15,40.0,2023-12-12,82258.46,False
170,Nathaniel,Robinson,user170@company.com,9,158.0,2023-09-10,126983.91,False
171,Miranda,Nicholson,user171@company.com,16,120.0,2018-12-19,82268.94,False
172,Joshua,Macdonald,user172@company.com,9,83.0,2026-03-16,132205.58,True
173,Samantha,Diaz,user173@company.com,9,116.0,2019-03-31,59263.61,True
174,Kristy,West,user174@company.com,19,157.0,2023-02-28,110182.62,True
175,Christopher,Foster,user175@company.com,1,127.0,2025-08-30,132114.34,True
176,Rodney,Todd,user176@company.com,16,55.0,2021-03-27,72579.0,True
177,David,Wright,user177@company.com,11,72.0,2021-06-01,135638.4,True
178,Dustin,Guerra,user178@company.com,18,3.0,2023-01-05,91995.27,True
179,Katelyn,Armstrong,user179@company.com,3,62.0,2022-11-20,116408.96,True
180,Jill,Jackson,user180@company.com,18,62.0,2026-04-13,112873.12,True
181,Thomas,Garcia,user181@company.com,15,5.0,2025-09-28,41166.4,True
182,Ashley,Conrad,user182@company.com,13,178.0,2024-03-28,59196.62,False
183,Kathleen,Reyes,user183@company.com,12,122.0,2019-04-06,96416.75,True
184,Joseph,Mills,user184@company.com,14,141.0,2018-06-03,69694.96,True
185,Steve,Ali,user185@company.com,9,79.0,2018-08-10,60168.44,True
186,Robin,Lynch,user186@company.com,7,81.0,2025-03-10,44346.57,False
187,Lisa,May,user187@company.com,6,50.0,2024-03-25,55966.16,True
188,Brian,Vasquez,user188@company.com,9,186.0,2018-06-13,100750.43,False
189,Andrew,Garcia,user189@company.com,20,73.0,2020-01-09,147661.28,True
190,Victoria,Garcia,user190@company.com,10,59.0,2019-01-01,73305.73,True
191,Christopher,Espinoza,user191@company.com,1,182.0,2025-08-24,94096.21,True
192,Amanda,Clarke,user192@company.com,2,14.0,2025-10-04,96403.08,True
193,Claudia,Bell,user193@company.com,16,27.0,2025-03-26,134726.37,False
194,Timothy,Escobar,user194@company.com,10,121.0,2020-05-16,87445.71,True
195,Christopher,Morrison,user195@company.com,6,14.0,2022-03-17,60297.41,True
196,Miguel,Avila,user196@company.com,4,17.0,2022-11-18,78084.89,True
197,Brian,Khan,user197@company.com,19,162.0,2020-09-07,112374.12,True
198,Danielle,James,user198@company.com,5,145.0,2019-07-23,143895.08,True
199,Natasha,Barnes,user199@company.com,8,31.0,2019-09-04,96968.76,True
200,James,Grant,user200@company.com,20,153.0,2021-10-23,124888.9,True
201,Peter,Bowman,user201@company.com,17,98.0,2020-11-13,84061.74,True
202,Kenneth,Rodriguez,user202@company.com,10,151.0,2021-08-10,148803.75,True
203,Melissa,Gross,user203@company.com,19,159.0,2023-05-25,37227.64,True
204,Elizabeth,Buck,user204@company.com,7,161.0,2020-08-05,55323.02,True
205,Adrienne,Lewis,user205@company.com,6,62.0,2023-10-03,50857.63,True
206,Brandon,Hudson,user206@company.com,6,1.0,2025-09-25,79022.11,False
207,Patricia,Andersen,user207@company.com,16,75.0,2022-05-01,33916.78,True
208,Margaret,Lopez,user208@company.com,10,180.0,2022-12-31,133152.81,True
209,Justin,Yates,user209@company.com,8,68.0,2025-09-22,124539.36,False
210,Lisa,Hicks,user210@company.com,7,109.0,2019-04-19,43773.16,True
211,Michele,Gates,user211@company.com,5,69.0,2025-06-22,129195.74,True
212,Deborah,Lawrence,user212@company.com,2,43.0,2024-10-03,125115.43,False
213,Jesus,Acevedo,user213@company.com,19,74.0,2019-01-12,82698.41,True
214,Michael,Tucker,user214@company.com,10,180.0,2024-03-06,78301.02,True
215,Albert,Morgan,user215@company.com,17,139.0,2023-03-09,89255.43,True
216,Carrie,Holder,user216@company.com,20,11.0,2019-05-13,136730.75,True
217,Kelly,Daniel,user217@company.com,20,65.0,2025-01-19,33103.79,True
218,Tina,Clark,user218@company.com,19,151.0,2022-12-10,144094.35,True
219,April,Reyes,user219@company.com,19,11.0,2024-03-18,121573.08,True
220,Jim,Smith,user220@company.com,16,133.0,2019-09-09,108181.14,True
221,Jeffery,Green,user221@company.com,6,150.0,2021-11-03,82306.2,True
222,Sean,Thompson,user222@company.com,3,121.0,2024-03-09,71755.33,True
223,Amy,Lynn,user223@company.com,11,172.0,2019-08-10,42551.99,True
224,Lisa,Roach,user224@company.com,11,106.0,2018-10-09,113240.84,True
225,Bridget,Smith,user225@company.com,13,209.0,2025-06-16,121259.97,True
226,Alexander,Rose,user226@company.com,15,23.0,2024-06-01,67742.06,True
227,Robert,Gomez,user227@company.com,4,198.0,2024-06-23,78501.01,False
228,Patricia,Church,user228@company.com,1,169.0,2019-06-28,134324.1,True
229,Amy,Lowe,user229@company.com,14,14.0,2020-03-22,52509.9,True
230,Anthony,Marks,user230@company.com,20,194.0,2022-09-02,89819.17,True
231,Ashley,Copeland,user231@company.com,2,53.0,2022-07-31,62046.75,True
232,Jared,Boyd,user232@company.com,10,113.0,2025-07-12,135701.59,True
233,Erin,Lewis,user233@company.com,4,8.0,2021-06-10,146777.62,False
234,Ashley,Mejia,user234@company.com,8,182.0,2023-10-26,49005.38,False
235,Jeffrey,Wood,user235@company.com,1,142.0,2019-07-25,78958.88,True
236,Amber,Bird,user236@company.com,4,119.0,2025-12-03,143647.29,True
237,John,Romero,user237@company.com,16,184.0,2020-11-01,65023.39,True
238,Jean,Miller,user238@company.com,14,214.0,2022-03-02,87899.95,True
239,William,Nelson,user239@company.com,8,117.0,2022-11-19,96151.81,True
240,David,Jordan,user240@company.com,7,236.0,2021-04-17,101925.31,True
241,Jonathan,Bryant,user241@company.com,3,71.0,2020-02-18,122721.02,True
242,Christopher,Butler,user242@company.com,11,240.0,2021-11-10,124526.09,True
243,Ashley,James,user243@company.com,1,73.0,2018-10-02,117126.12,False
244,Daniel,Gonzalez,user244@company.com,19,169.0,2018-10-08,88756.84,True
245,Tamara,Hall,user245@company.com,15,138.0,2022-09-23,88120.97,True
246,Susan,Hernandez,user246@company.com,18,196.0,2023-09-07,95211.61,True
247,Angie,Taylor,user247@company.com,11,223.0,2020-07-16,52638.28,True
248,William,Olson,user248@company.com,19,99.0,2020-03-08,58027.49,True
249,Andrea,Hubbard,user249@company.com,2,82.0,2022-03-26,119364.62,True
250,Steven,Smith,user250@company.com,13,170.0,2023-03-23,125087.24,True
251,Gregory,Adams,user251@company.com,16,247.0,2018-05-31,34442.35,False
252,Christina,Allen,user252@company.com,19,85.0,2018-12-01,134364.04,True
253,Gerald,Watts,user253@company.com,4,135.0,2022-06-17,139253.0,True
254,Leslie,Drake,user254@company.com,5,105.0,2022-04-25,134511.96,True
255,Amy,Lopez,user255@company.com,3,121.0,2020-01-12,123783.03,True
256,Breanna,Gamble,user256@company.com,11,160.0,2018-12-30,113124.55,True
257,Raymond,Johnson,user257@company.com,11,195.0,2020-10-09,144496.75,True
258,Jason,Ruiz,user258@company.com,18,19.0,2024-03-24,104095.14,True
259,Rachel,Oconnor,user259@company.com,10,117.0,2023-09-26,119611.96,True
260,Thomas,Baker,user260@company.com,4,52.0,2019-02-10,83241.43,True
261,Michael,Garcia,user261@company.com,1,24.0,2025-10-29,68924.96,True
262,Erik,Dixon,user262@company.com,10,184.0,2019-09-24,74980.93,True
263,William,Martin,user263@company.com,8,211.0,2024-10-21,97911.37,True
264,Jennifer,Woods,user264@company.com,6,90.0,2020-10-24,39476.2,True
265,Veronica,Bryant,user265@company.com,20,124.0,2024-09-25,89720.07,False
266,Andrew,Mcdowell,user266@company.com,5,119.0,2021-01-23,85337.99,True
267,Lisa,Keller,user267@company.com,15,131.0,2022-10-30,110020.89,True
268,Mary,Banks,user268@company.com,10,81.0,2022-12-26,38863.43,True
269,Donald,Harper,user269@company.com,19,154.0,2018-12-15,106672.64,True
270,Amy,Black,user270@company.com,9,234.0,2026-01-03,131436.47,True
271,Tiffany,James,user271@company.com,13,248.0,2018-06-04,42798.39,True
272,Jessica,Pennington,user272@company.com,19,184.0,2024-09-17,98977.43,True
273,Alex,Russell,user273@company.com,1,203.0,2023-08-10,62937.65,False
274,Michael,Reyes,user274@company.com,2,255.0,2025-06-10,129940.67,True
275,Angela,Wilson,user275@company.com,8,181.0,2019-01-25,56280.54,True
276,Toni,Richardson,user276@company.com,20,129.0,2023-04-14,111331.74,True
277,Wendy,Olson,user277@company.com,4,21.0,2022-03-25,67071.95,True
278,Timothy,Miller,user278@company.com,2,187.0,2022-08-24,117883.17,True
279,Tina,Brown,user279@company.com,10,168.0,2019-05-20,119697.7,True
280,Alyssa,Patterson,user280@company.com,7,68.0,2025-03-21,124381.54,True
281,Rebecca,Young,user281@company.com,17,257.0,2023-06-19,139618.44,True
282,Jason,Moreno,user282@company.com,9,247.0,2020-11-06,146086.09,True
283,Carla,Parker,user283@company.com,11,59.0,2024-10-08,86199.77,True
284,Amber,Burke,user284@company.com,5,116.0,2025-01-06,133216.87,True
285,Ronald,Davis,user285@company.com,18,188.0,2025-07-04,40836.35,True
286,Michael,Aguilar,user286@company.com,1,136.0,2022-10-31,94388.68,True
287,Theresa,Cook,user287@company.com,12,135.0,2020-03-10,100147.21,True
288,Timothy,Ward,user288@company.com,4,120.0,2023-03-31,86577.22,False
289,Maria,Zimmerman,user289@company.com,18,168.0,2023-04-20,139830.71,True
290,Andrea,Miller,user290@company.com,3,238.0,2024-11-14,139126.52,True
291,Ashley,Sanchez,user291@company.com,14,60.0,2022-12-29,46773.24,True
292,Richard,Parks,user292@company.com,10,253.0,2025-12-06,43934.46,True
293,Ashley,Anderson,user293@company.com,18,70.0,2022-06-14,76637.5,True
294,Kimberly,Greer,user294@company.com,18,215.0,2021-06-02,100480.84,True
295,Kelli,Howard,user295@company.com,14,51.0,2025-03-22,130043.17,False
296,James,Jones,user296@company.com,14,144.0,2023-10-14,33925.95,True
297,Isaiah,Johnson,user297@company.com,7,228.0,2023-02-22,83363.5,True
298,Jack,Griffith,user298@company.com,12,51.0,2019-12-28,147711.33,True
299,Andrew,Hill,user299@company.com,18,184.0,2022-11-07,37266.01,True
300,Jessica,Bryant,user300@company.com,7,63.0,2024-12-16,143881.29,True
301,Jake,Sullivan,user301@company.com,3,109.0,2023-03-30,107004.54,False
302,Molly,Santos,user302@company.com,1,26.0,2018-08-02,124415.35,True
303,Maria,Lane,user303@company.com,5,290.0,2021-05-03,54624.67,False
304,Richard,Hawkins,user304@company.com,7,301.0,2023-09-16,55914.16,True
305,Ashley,Taylor,user305@company.com,11,76.0,2018-08-05,124637.25,False
306,Clinton,Delacruz,user306@company.com,1,142.0,2020-08-11,133008.74,True
307,Sheena,Diaz,user307@company.com,5,277.0,2023-12-25,60078.5,True
308,Joseph,Taylor,user308@company.com,4,14.0,2020-02-18,45816.39,True
309,Brett,Key,user309@company.com,8,302.0,2024-08-20,68852.58,True
310,Ryan,Reed,user310@company.com,9,27.0,2023-08-30,45211.03,True
311,Molly,Johnson,user311@company.com,17,59.0,2020-01-29,119479.83,True
312,Lindsay,Bennett,user312@company.com,15,186.0,2024-01-09,91588.55,True
313,Tina,Jimenez,user313@company.com,15,258.0,2023-06-29,56585.97,False
314,Donna,Jones,user314@company.com,2,267.0,2024-07-15,66195.64,True
315,Patricia,Miller,user315@company.com,2,246.0,2026-03-19,131675.83,True
316,Valerie,Holland,user316@company.com,4,252.0,2024-08-17,115488.16,True
317,Nathaniel,Bowman,user317@company.com,3,42.0,2021-05-29,68653.42,True
318,Rhonda,Walker,user318@company.com,3,65.0,2025-07-15,63001.92,False
319,Holly,Fox,user319@company.com,18,167.0,2022-11-22,75708.53,False
320,David,Jackson,user320@company.com,17,151.0,2019-05-09,84445.85,False
321,Paige,Hensley,user321@company.com,14,51.0,2023-09-26,125171.53,True
322,Lisa,Williams,user322@company.com,18,111.0,2021-09-09,81608.39,True
323,Daniel,Mendoza,user323@company.com,14,174.0,2019-07-15,129290.31,True
324,Tonya,Chambers,user324@company.com,14,49.0,2022-11-15,67505.8,True
325,Sharon,Howell,user325@company.com,9,192.0,2025-02-15,144431.1,True
326,Jennifer,Ramirez,user326@company.com,3,47.0,2025-12-29,129812.63,True
327,Jessica,Burke,user327@company.com,14,50.0,2024-06-17,119350.68,True
328,Kristy,Wang,user328@company.com,5,285.0,2021-09-03,37197.72,False
329,Megan,Valdez,user329@company.com,18,169.0,2024-07-17,110401.59,True
330,James,Spencer,user330@company.com,12,217.0,2022-04-07,134171.06,True
331,Savannah,Dixon,user331@company.com,10,308.0,2026-04-14,67493.87,True
332,Eric,Atkinson,user332@company.com,19,260.0,2023-02-06,55528.66,True
333,Stephanie,Mathis,user333@company.com,8,56.0,2023-11-23,72013.68,False
334,Jonathan,Zuniga,user334@company.com,12,59.0,2025-09-25,121512.68,False
335,Marilyn,Gordon,user335@company.com,8,220.0,2021-01-05,131418.62,False
336,Tammy,Owens,user336@company.com,20,330.0,2025-05-09,96808.77,False
337,James,Hodge,user337@company.com,9,15.0,2024-12-20,51649.93,True
338,Marissa,Lee,user338@company.com,11,180.0,2022-04-16,30732.69,True
339,Alicia,Holder,user339@company.com,19,337.0,2024-05-05,78094.12,True
340,Kevin,Rivera,user340@company.com,1,47.0,2025-07-28,119533.41,True
341,Zachary,Baker,user341@company.com,13,215.0,2019-07-07,84437.49,True
342,Roger,Avila,user342@company.com,12,160.0,2019-04-30,116591.52,False
343,Matthew,Brown,user343@company.com,20,44.0,2025-10-07,136001.06,True
344,Tara,Rodriguez,user344@company.com,6,317.0,2022-04-14,35971.5,True
345,Christopher,Jones,user345@company.com,9,227.0,2026-02-27,109432.64,True
346,Megan,Hodge,user346@company.com,20,227.0,2021-01-22,79702.05,True
347,Michael,Christensen,user347@company.com,17,59.0,2026-04-10,71420.74,True
348,Thomas,Byrd,user348@company.com,10,304.0,2020-02-18,88395.93,True
349,Gary,Taylor,user349@company.com,2,113.0,2020-02-08,77431.61,False
350,Zachary,Baker,user350@company.com,2,4.0,2026-02-28,54530.77,True
351,Amy,Anderson,user351@company.com,5,131.0,2024-06-05,64733.66,True
352,Gregory,Mcdowell,user352@company.com,1,255.0,2022-09-07,119641.69,True
353,Clayton,Price,user353@company.com,5,195.0,2024-04-14,93909.88,True
354,Debra,Hall,user354@company.com,17,287.0,2021-08-16,130002.5,True
355,Natalie,Hunt,user355@company.com,3,204.0,2022-08-25,133411.72,True
356,Megan,Watson,user356@company.com,14,10.0,2023-03-15,85170.51,True
357,Kevin,Stephens,user357@company.com,11,295.0,2020-01-06,81514.11,True
358,Neil,Mccullough,user358@company.com,14,149.0,2022-07-01,43820.8,True
359,Jerry,Frost,user359@company.com,11,88.0,2023-05-27,126158.66,False
360,Joseph,Rivera,user360@company.com,15,354.0,2021-01-23,140372.37,True
361,Kristen,Abbott,user361@company.com,14,55.0,2025-12-28,59197.98,False
362,Billy,Sanchez,user362@company.com,13,269.0,2022-08-29,39437.65,True
363,Anthony,Stanley,user363@company.com,11,114.0,2026-02-16,69968.23,True
364,Jennifer,Harmon,user364@company.com,3,262.0,2023-08-09,105986.96,False
